Date,Open,High,Low,Close,Adj Close,Volume
2023-04-11,121.0,121.1500015258789,120.4000015258789,120.8499984741211,120.8499984741211,5941498
2023-04-12,120.8499984741211,120.8499984741211,120.1500015258789,120.55000305175781,120.55000305175781,2892170
2023-04-13,120.05000305175781,120.1500015258789,119.5,119.5,119.5,6550004
2023-04-14,120.0,120.9000015258789,119.8499984741211,120.6500015258789,120.6500015258789,3090804
2023-04-17,120.3499984741211,120.5,119.80000305175781,120.3499984741211,120.3499984741211,5689168
2023-04-18,120.3499984741211,120.4000015258789,119.75,119.94999694824219,119.94999694824219,4834638
2023-04-19,120.0,120.05000305175781,118.80000305175781,119.05000305175781,119.05000305175781,7784785
2023-04-20,118.8499984741211,119.4000015258789,118.4000015258789,118.9000015258789,118.9000015258789,6407963
2023-04-21,119.44999694824219,119.55000305175781,118.5,118.5999984741211,118.5999984741211,4806238
2023-04-24,117.80000305175781,118.5,117.69999694824219,118.1500015258789,118.1500015258789,6558848
2023-04-25,118.30000305175781,118.30000305175781,116.55000305175781,116.5999984741211,116.5999984741211,18527751
2023-04-26,116.55000305175781,116.5999984741211,115.6500015258789,116.0999984741211,116.0999984741211,12953105
2023-04-27,116.05000305175781,116.6500015258789,115.5,116.0,116.0,9460850
2023-04-28,116.8499984741211,117.55000305175781,116.8499984741211,117.4000015258789,117.4000015258789,5640935
2023-05-02,117.44999694824219,118.0,117.0999984741211,117.69999694824219,117.69999694824219,5164549
2023-05-03,117.3499984741211,117.3499984741211,116.80000305175781,117.19999694824219,117.19999694824219,4178432
2023-05-04,117.0,117.5,116.69999694824219,117.5,117.5,3707200
2023-05-05,117.69999694824219,118.05000305175781,117.4000015258789,117.80000305175781,117.80000305175781,2218751
