Date,Open,High,Low
2022-07-12,110.94999694824219,110.94999694824219,109.1500015258789
2022-07-13,113.0,113.6500015258789,112.5999984741211
2022-07-14,112.69999694824219,114.25,111.80000305175781
2022-07-15,114.5999984741211,115.6500015258789,113.75
2022-07-18,114.6500015258789,114.8499984741211,113.94999694824219
2022-07-19,113.94999694824219,114.6500015258789,113.5999984741211
2022-07-20,115.8499984741211,116.19999694824219,114.69999694824219
2022-07-21,115.4000015258789,116.3499984741211,115.0
2022-07-22,116.5999984741211,117.19999694824219,116.30000305175781
2022-07-25,116.30000305175781,116.94999694824219,116.0
2022-07-26,116.5999984741211,116.5999984741211,115.30000305175781
2022-07-27,115.5,116.69999694824219,115.1500015258789
2022-07-28,117.8499984741211,117.94999694824219,116.9000015258789
2022-07-29,118.1500015258789,118.5,117.6500015258789
2022-08-01,118.0999984741211,118.0999984741211,117.19999694824219
2022-08-02,116.55000305175781,116.55000305175781,115.0999984741211
2022-08-03,115.6500015258789,116.25,115.5
2022-08-04,116.3499984741211,116.80000305175781,115.19999694824219
2022-08-05,118.0,119.5,117.9000015258789
2022-08-08,119.0,119.25,118.30000305175781
2022-08-09,118.4000015258789,119.5,118.0
2022-08-10,118.0,118.19999694824219,117.5
2022-08-11,119.80000305175781,120.44999694824219,119.5999984741211
2022-08-12,120.55000305175781,121.0,120.30000305175781
2022-08-15,121.44999694824219,122.0999984741211,121.25
2022-08-16,122.0,122.30000305175781,121.9000015258789
2022-08-17,122.0999984741211,122.30000305175781,121.80000305175781
2022-08-18,121.4000015258789,121.44999694824219,120.94999694824219
2022-08-19,121.25,122.0,120.9000015258789
2022-08-22,120.0,120.25,119.75
2022-08-23,118.55000305175781,119.0,118.19999694824219
2022-08-24,118.80000305175781,118.94999694824219,117.6500015258789
2022-08-25,118.5,119.44999694824219,118.44999694824219
2022-08-26,119.8499984741211,120.0999984741211,119.44999694824219
2022-08-29,116.25,116.94999694824219,116.0
2022-08-30,116.55000305175781,117.19999694824219,116.19999694824219
2022-08-31,115.94999694824219,117.5999984741211,115.80000305175781
2022-09-01,115.5,115.5999984741211,114.75
2022-09-02,115.0999984741211,115.0999984741211,113.8499984741211
2022-09-05,114.0999984741211,114.75,113.69999694824219
2022-09-06,114.80000305175781,115.4000015258789,114.25
2022-09-07,113.0999984741211,113.1500015258789,112.0999984741211
2022-09-08,113.05000305175781,113.05000305175781,112.4000015258789
2022-09-12,115.30000305175781,115.6500015258789,115.0
2022-09-13,116.0999984741211,116.4000015258789,115.75
2022-09-14,113.05000305175781,113.94999694824219,112.80000305175781
2022-09-15,113.5,114.25,113.19999694824219
2022-09-16,112.6500015258789,112.8499984741211,112.30000305175781
2022-09-19,112.94999694824219,112.94999694824219,111.9000015258789
2022-09-20,112.55000305175781,113.1500015258789,112.25
2022-09-21,112.80000305175781,112.80000305175781,111.80000305175781
2022-09-22,110.4000015258789,110.75,109.5
2022-09-23,110.25,110.3499984741211,109.3499984741211
2022-09-26,108.05000305175781,108.05000305175781,107.1500015258789
2022-09-27,107.80000305175781,107.94999694824219,107.0
2022-09-28,107.5999984741211,107.6500015258789,105.25
2022-09-29,106.44999694824219,106.44999694824219,104.5999984741211
2022-09-30,103.30000305175781,103.9000015258789,103.0
2022-10-03,102.5,103.5999984741211,102.05000305175781
2022-10-04,104.55000305175781,104.80000305175781,104.0999984741211
2022-10-05,106.5,107.8499984741211,106.3499984741211
2022-10-06,107.80000305175781,108.0,107.5
2022-10-07,107.4000015258789,107.4000015258789,106.0999984741211
2022-10-11,102.0,102.1500015258789,100.5
2022-10-12,100.4000015258789,100.69999694824219,99.55000305175781
2022-10-13,100.55000305175781,100.55000305175781,99.0
2022-10-14,101.75,102.30000305175781,101.0999984741211
2022-10-17,99.94999694824219,100.0999984741211,99.05000305175781
2022-10-18,101.5,101.55000305175781,99.94999694824219
2022-10-19,100.80000305175781,101.0,99.55000305175781
2022-10-20,98.19999694824219,99.44999694824219,97.3499984741211
2022-10-21,99.30000305175781,99.8499984741211,98.69999694824219
2022-10-24,100.75,100.80000305175781,98.5999984741211
2022-10-25,98.5999984741211,98.5999984741211,96.5
2022-10-26,96.8499984741211,98.0,96.5
2022-10-27,98.5,99.3499984741211,98.5
2022-10-28,98.5999984741211,98.5999984741211,97.25
2022-10-31,98.8499984741211,99.3499984741211,98.0999984741211
2022-11-01,98.8499984741211,99.94999694824219,98.80000305175781
2022-11-02,99.5999984741211,100.05000305175781,99.4000015258789
2022-11-03,98.5,98.8499984741211,98.3499984741211
2022-11-04,98.0999984741211,98.94999694824219,97.5
2022-11-07,99.80000305175781,100.8499984741211,99.55000305175781
2022-11-08,101.44999694824219,101.94999694824219,101.25
2022-11-09,102.55000305175781,104.5,102.55000305175781
2022-11-10,103.44999694824219,103.8499984741211,103.19999694824219
2022-11-11,108.55000305175781,109.0,107.80000305175781
2022-11-14,109.80000305175781,110.4000015258789,109.4000015258789
2022-11-15,111.19999694824219,114.94999694824219,111.19999694824219
2022-11-16,115.0,115.75,113.8499984741211
2022-11-17,113.94999694824219,114.6500015258789,112.8499984741211
2022-11-18,114.9000015258789,115.8499984741211,114.05000305175781
2022-11-21,114.3499984741211,114.6500015258789,113.69999694824219
2022-11-22,113.4000015258789,115.0,113.05000305175781
2022-11-23,115.6500015258789,115.9000015258789,115.05000305175781
2022-11-24,116.0,116.8499984741211,115.9000015258789
2022-11-25,116.6500015258789,116.94999694824219,116.3499984741211
2022-11-28,114.5999984741211,115.30000305175781,113.9000015258789
2022-11-29,113.8499984741211,115.4000015258789,113.0999984741211
2022-11-30,115.0999984741211,116.4000015258789,114.8499984741211
2022-12-01,119.19999694824219,119.5,118.0
2022-12-02,117.30000305175781,117.94999694824219,117.0
2022-12-05,117.30000305175781,118.5,117.19999694824219
2022-12-06,116.80000305175781,116.80000305175781,115.19999694824219
2022-12-07,114.5,115.8499984741211,114.19999694824219
2022-12-08,114.05000305175781,114.0999984741211,112.44999694824219
2022-12-09,114.0,115.25,113.94999694824219
2022-12-12,114.19999694824219,114.19999694824219,113.25
2022-12-13,114.5,114.5,113.25
2022-12-14,114.0999984741211,115.0,114.0
2022-12-15,114.30000305175781,115.05000305175781,113.9000015258789
2022-12-16,112.5,113.30000305175781,112.25
2022-12-19,112.3499984741211,112.94999694824219,112.0
2022-12-20,112.1500015258789,112.5,110.05000305175781
2022-12-21,110.80000305175781,111.4000015258789,110.30000305175781
2022-12-22,111.75,112.75,111.75
2022-12-23,110.69999694824219,111.05000305175781,110.4000015258789
2022-12-26,110.80000305175781,111.19999694824219,110.69999694824219
2022-12-27,111.4000015258789,112.25,111.4000015258789
2022-12-28,110.5,110.5,109.4000015258789
2022-12-29,109.19999694824219,109.5999984741211,108.4000015258789
2022-12-30,110.5999984741211,110.75,110.19999694824219
2023-01-03,109.5999984741211,110.9000015258789,108.44999694824219
2023-01-04,110.30000305175781,110.80000305175781,110.0999984741211
2023-01-05,111.25,111.69999694824219,110.94999694824219
2023-01-06,111.19999694824219,112.19999694824219,111.1500015258789
2023-01-09,114.0,115.80000305175781,113.9000015258789
2023-01-10,115.94999694824219,116.4000015258789,115.75
2023-01-11,116.6500015258789,116.75,115.9000015258789
2023-01-12,116.5,116.5999984741211,115.6500015258789
2023-01-13,118.5,118.5999984741211,116.94999694824219
2023-01-16,118.0999984741211,118.55000305175781,118.0
2023-01-17,118.3499984741211,118.3499984741211,117.80000305175781
2023-01-30,120.80000305175781,121.0,120.0
2023-01-31,120.5999984741211,120.5999984741211,118.30000305175781
2023-02-01,119.0999984741211,119.44999694824219,118.44999694824219
2023-02-02,120.30000305175781,121.0999984741211,120.25
2023-02-03,120.94999694824219,121.19999694824219,120.19999694824219
2023-02-06,120.0999984741211,120.0999984741211,119.25
2023-02-07,119.0999984741211,119.25,118.55000305175781
2023-02-08,120.0999984741211,120.94999694824219,120.0
2023-02-09,120.5,121.0,120.30000305175781
2023-02-10,120.9000015258789,121.0999984741211,120.5999984741211
2023-02-13,120.69999694824219,120.9000015258789,119.9000015258789
2023-02-14,121.25,121.80000305175781,121.25
2023-02-15,119.94999694824219,120.25,118.80000305175781
2023-02-16,119.30000305175781,120.5,119.30000305175781
2023-02-17,119.30000305175781,119.30000305175781,118.4000015258789
2023-02-20,118.55000305175781,119.3499984741211,118.0999984741211
2023-02-21,119.0,119.0999984741211,118.55000305175781
2023-02-22,117.5,117.75,117.0999984741211
2023-02-23,117.94999694824219,119.80000305175781,117.94999694824219
2023-02-24,119.9000015258789,120.0999984741211,118.80000305175781
2023-03-01,117.30000305175781,119.44999694824219,116.8499984741211
2023-03-02,119.3499984741211,119.3499984741211,118.30000305175781
2023-03-03,119.80000305175781,120.0999984741211,119.19999694824219
2023-03-06,120.1500015258789,120.9000015258789,119.9000015258789
2023-03-07,120.55000305175781,121.4000015258789,120.19999694824219
2023-03-08,120.5,120.5999984741211,119.80000305175781
2023-03-09,120.75,120.80000305175781,120.19999694824219
2023-03-10,118.8499984741211,118.94999694824219,118.0
2023-03-13,117.94999694824219,119.0999984741211,117.4000015258789
2023-03-14,117.55000305175781,117.94999694824219,117.1500015258789
2023-03-15,118.4000015258789,118.69999694824219,117.44999694824219
2023-03-16,117.19999694824219,117.4000015258789,116.5
2023-03-17,117.8499984741211,118.94999694824219,117.80000305175781
2023-03-20,118.94999694824219,119.05000305175781,117.8499984741211
2023-03-21,118.5,118.75,118.19999694824219
2023-03-22,119.44999694824219,120.9000015258789,119.44999694824219
2023-03-23,120.6500015258789,122.30000305175781,120.44999694824219
2023-03-24,122.0,122.30000305175781,121.55000305175781
2023-03-27,121.75,121.9000015258789,121.19999694824219
2023-03-28,120.94999694824219,121.1500015258789,120.19999694824219
2023-03-29,120.6500015258789,121.05000305175781,120.1500015258789
2023-03-30,121.4000015258789,121.69999694824219,120.75
2023-03-31,121.69999694824219,122.3499984741211,121.4000015258789
2023-04-06,120.8499984741211,121.0,120.19999694824219
2023-04-07,121.25,121.44999694824219,120.80000305175781
2023-04-10,121.25,121.6500015258789,120.9000015258789
2023-04-11,121.0,121.1500015258789,120.4000015258789
2023-04-12,120.8499984741211,120.8499984741211,120.1500015258789
2023-04-13,120.05000305175781,120.1500015258789,119.5
2023-04-14,120.0,120.9000015258789,119.8499984741211
2023-04-17,120.3499984741211,120.5,119.80000305175781
2023-04-18,120.3499984741211,120.4000015258789,119.75
2023-04-19,120.0,120.05000305175781,118.80000305175781
2023-04-20,118.8499984741211,119.4000015258789,118.4000015258789
2023-04-21,119.44999694824219,119.55000305175781,118.5
2023-04-24,117.80000305175781,118.5,117.69999694824219
2023-04-25,118.30000305175781,118.30000305175781,116.55000305175781
2023-04-26,116.55000305175781,116.5999984741211,115.6500015258789
2023-04-27,116.05000305175781,116.6500015258789,115.5
2023-04-28,116.8499984741211,117.55000305175781,116.8499984741211
2023-05-02,117.44999694824219,118.0,117.0999984741211
2023-05-03,117.3499984741211,117.3499984741211,116.80000305175781
2023-05-04,117.0,117.5,116.69999694824219
2023-05-05,117.69999694824219,118.05000305175781,117.4000015258789
